face_id,主脸型,辅变化,额头,眉骨,眼窝,颧骨,面颊,下颌,眼型,眼尾,眼距,虹膜,鼻根,鼻梁,鼻头,唇型,嘴角,特殊标志,一句话脸
FD00244,清瘦圆脸,中庭拉长,平直额,压迫感眉骨,深眼窝,柔和颧骨,幼态柔软面颊,方下颌,猫系眼,眼尾延展,宽眼距,异色瞳,中鼻根,中直鼻梁,窄翼鼻头,小嘴,单侧上扬,单侧虎牙,清瘦圆脸（中庭拉长），压迫感眉骨/深眼窝，猫系眼·眼尾延展·宽眼距，中鼻根/中直鼻梁/窄翼鼻头，小嘴·单侧上扬，方下颌
FD00245,宽菱形,颌角弱化,宽额,薄眉骨,眼下骨感,低颧骨,成熟收紧面颊,宽下颌,平直杏眼,眼尾明显挑,窄眼距,灰蓝瞳,窄鼻根,高直鼻梁,小圆鼻头,薄唇,单侧上扬,双侧酒窝,宽菱形（颌角弱化），薄眉骨/眼下骨感，平直杏眼·眼尾明显挑·窄眼距，窄鼻根/高直鼻梁/小圆鼻头，薄唇·单侧上扬，宽下颌
FD00246,梨形脸,颧部外扩,窄额,外侧突出眉骨,宽浅眼窝,高颧骨,饱满面颊,骨感下颌,平直杏眼,眼尾平直,窄眼距,墨玉瞳,窄鼻根,轻微偏右鼻梁,方圆鼻头,上厚下薄,嘴角平直,眼角小痣,梨形脸（颧部外扩），外侧突出眉骨/宽浅眼窝，平直杏眼·眼尾平直·窄眼距，窄鼻根/轻微偏右鼻梁/方圆鼻头，上厚下薄·嘴角平直，骨感下颌
FD00247,幼态方脸,颈部线条收短,平直额,压迫感眉骨,中度眼窝,低颧骨,饱满面颊,收敛下颌,蛇系眼,眼尾延展,窄眼距,淡金瞳,低鼻根,轻鹰钩鼻梁,小圆鼻头,平直唇,嘴角紧收,左颊浅疤,幼态方脸（颈部线条收短），压迫感眉骨/中度眼窝，蛇系眼·眼尾延展·窄眼距，低鼻根/轻鹰钩鼻梁/小圆鼻头，平直唇·嘴角紧收，收敛下颌
FD00248,倒三角脸,颊部略凹,饱满额,高眉骨,眼下骨感,宽颧骨,成熟收紧面颊,圆方下颌,鹿系眼,眼尾延展,宽眼距,琥珀瞳,中鼻根,微弧鼻梁,轻翘鼻头,厚唇,嘴角下垂,瞳孔残缺,倒三角脸（颊部略凹），高眉骨/眼下骨感，鹿系眼·眼尾延展·宽眼距，中鼻根/微弧鼻梁/轻翘鼻头，厚唇·嘴角下垂，圆方下颌
FD00249,上宽下窄脸,偏柔圆润,微凸额,压迫感眉骨,眼下骨感,柔和颧骨,薄面颊,明显下颌角,上扬凤眼,眼尾下沉,窄眼距,浅褐瞳,低鼻根,柔和鼻梁,轻翘鼻头,薄唇,嘴角平直,单侧酒窝,上宽下窄脸（偏柔圆润），压迫感眉骨/眼下骨感，上扬凤眼·眼尾下沉·窄眼距，低鼻根/柔和鼻梁/轻翘鼻头，薄唇·嘴角平直，明显下颌角
FD00250,心形脸,下颌线柔化,微凸额,薄眉骨,窄深眼窝,外扩颧骨,轻凹面颊,明显下颌角,冷感眼,眼尾下压,宽眼距,碎裂虹膜,高鼻根,高直鼻梁,小圆鼻头,弓形唇,嘴角平直,眉心竖纹浅痕,心形脸（下颌线柔化），薄眉骨/窄深眼窝，冷感眼·眼尾下压·宽眼距，高鼻根/高直鼻梁/小圆鼻头，弓形唇·嘴角平直，明显下颌角
FD00251,短方脸,颌角弱化,平直额,低眉骨,眼下饱满,柔和颧骨,饱满面颊,骨感下颌,柳叶眼,眼尾下压,窄眼距,深色瞳,中鼻根,轻鹰钩鼻梁,微钝鼻头,上厚下薄,嘴角平直,异色瞳,短方脸（颌角弱化），低眉骨/眼下饱满，柳叶眼·眼尾下压·窄眼距，中鼻根/轻鹰钩鼻梁/微钝鼻头，上厚下薄·嘴角平直，骨感下颌
FD00252,上宽下窄脸,颌角强调,高额,高眉骨,眼下骨感,柔和颧骨,轻凹面颊,窄下颌,鹤系眼,眼尾微挑,标准眼距,墨玉瞳,低鼻根,轻微偏左鼻梁,轻翘鼻头,成熟长唇,嘴角平直,指节薄茧,上宽下窄脸（颌角强调），高眉骨/眼下骨感，鹤系眼·眼尾微挑·标准眼距，低鼻根/轻微偏左鼻梁/轻翘鼻头，成熟长唇·嘴角平直，窄下颌
FD00253,长方脸,骨点外显,宽额,低眉骨,眼下骨感,窄颧骨,幼态柔软面颊,收敛下颌,桃花眼,眼尾下压,窄眼距,墨玉瞳,中高鼻根,微弧鼻梁,小圆鼻头,宽嘴,嘴角下垂,左颊浅疤,长方脸（骨点外显），低眉骨/眼下骨感，桃花眼·眼尾下压·窄眼距，中高鼻根/微弧鼻梁/小圆鼻头，宽嘴·嘴角下垂，收敛下颌
FD00254,骨感菱形,中庭拉长,平直额,外侧突出眉骨,中度眼窝,高颧骨,薄面颊,宽下颌,丹凤眼,眼尾平直,宽眼距,星点虹膜,低鼻根,宽骨鼻梁,微钝鼻头,宽嘴,嘴角平直,指节薄茧,骨感菱形（中庭拉长），外侧突出眉骨/中度眼窝，丹凤眼·眼尾平直·宽眼距，低鼻根/宽骨鼻梁/微钝鼻头，宽嘴·嘴角平直，宽下颌
FD00255,正梯形脸,下庭收窄,平直额,外侧突出眉骨,浅眼窝,高颧骨,薄面颊,方下颌,圆长眼,眼尾明显挑,窄眼距,灰蓝瞳,中鼻根,中直鼻梁,下压鼻头,厚唇,单侧上扬,单侧酒窝,正梯形脸（下庭收窄），外侧突出眉骨/浅眼窝，圆长眼·眼尾明显挑·窄眼距，中鼻根/中直鼻梁/下压鼻头，厚唇·单侧上扬，方下颌
FD00256,方菱过渡脸,偏柔圆润,骨感额,外侧突出眉骨,宽浅眼窝,柔和颧骨,薄面颊,明显下颌角,长杏眼,眼尾平直,窄眼距,淡金瞳,宽鼻根,微弧鼻梁,轻翘鼻头,上薄下厚,嘴角下垂,单侧酒窝,方菱过渡脸（偏柔圆润），外侧突出眉骨/宽浅眼窝，长杏眼·眼尾平直·窄眼距，宽鼻根/微弧鼻梁/轻翘鼻头，上薄下厚·嘴角下垂，明显下颌角
FD00257,上宽下窄脸,颈部线条收短,饱满额,内侧突出眉骨,宽浅眼窝,低颧骨,饱满面颊,圆方下颌,成熟长眼,眼尾下压,窄眼距,灰蓝瞳,宽鼻根,柔和鼻梁,骨感鼻头,成熟长唇,嘴角下垂,耳后小痣,上宽下窄脸（颈部线条收短），内侧突出眉骨/宽浅眼窝，成熟长眼·眼尾下压·窄眼距，宽鼻根/柔和鼻梁/骨感鼻头，成熟长唇·嘴角下垂，圆方下颌
FD00258,窄方脸,颊部饱满,微凸额,高眉骨,宽浅眼窝,宽颧骨,饱满面颊,明显下颌角,宽杏眼,眼尾微挑,标准眼距,碎裂虹膜,低鼻根,微弧鼻梁,小圆鼻头,上薄下厚,嘴角平直,环状虹膜,窄方脸（颊部饱满），高眉骨/宽浅眼窝，宽杏眼·眼尾微挑·标准眼距，低鼻根/微弧鼻梁/小圆鼻头，上薄下厚·嘴角平直，明显下颌角
FD00259,梨形脸,中轴微长,平直额,低眉骨,眼下饱满,高颧骨,成熟收紧面颊,圆方下颌,冷感眼,眼尾平直,标准眼距,浅褐瞳,窄鼻根,柔和鼻梁,下压鼻头,成熟长唇,嘴角上扬,眉心竖纹浅痕,梨形脸（中轴微长），低眉骨/眼下饱满，冷感眼·眼尾平直·标准眼距，窄鼻根/柔和鼻梁/下压鼻头，成熟长唇·嘴角上扬，圆方下颌
FD00260,倒梯形脸,偏锐收窄,低额,薄眉骨,窄深眼窝,窄颧骨,成熟收紧面颊,明显下颌角,短杏眼,眼尾平直,标准眼距,深色瞳,高鼻根,高直鼻梁,肉感鼻头,上薄下厚,嘴角下垂,鼻梁旧伤,倒梯形脸（偏锐收窄），薄眉骨/窄深眼窝，短杏眼·眼尾平直·标准眼距，高鼻根/高直鼻梁/肉感鼻头，上薄下厚·嘴角下垂，明显下颌角
FD00261,倒三角脸,中轴收紧,低额,薄眉骨,宽浅眼窝,高颧骨,幼态柔软面颊,柔和下颌,狭长眼,眼尾延展,宽眼距,碎裂虹膜,中高鼻根,微弧鼻梁,微钝鼻头,厚唇,嘴角下垂,指节薄茧,倒三角脸（中轴收紧），薄眉骨/宽浅眼窝，狭长眼·眼尾延展·宽眼距，中高鼻根/微弧鼻梁/微钝鼻头，厚唇·嘴角下垂，柔和下颌
FD00262,颧部展开脸,颧部微收,窄额,内侧突出眉骨,宽浅眼窝,宽颧骨,轻凹面颊,骨感下颌,蛇系眼,眼尾延展,宽眼距,灰蓝瞳,宽鼻根,中直鼻梁,小圆鼻头,厚唇,嘴角平直,异色瞳,颧部展开脸（颧部微收），内侧突出眉骨/宽浅眼窝，蛇系眼·眼尾延展·宽眼距，宽鼻根/中直鼻梁/小圆鼻头，厚唇·嘴角平直，骨感下颌
FD00263,长方脸,偏柔圆润,高额,内侧突出眉骨,中度眼窝,低颧骨,轻凹面颊,窄下颌,鹿系眼,眼尾微挑,窄眼距,星点虹膜,高鼻根,轻鹰钩鼻梁,骨感鼻头,小嘴,单侧上扬,额角旧痕,长方脸（偏柔圆润），内侧突出眉骨/中度眼窝，鹿系眼·眼尾微挑·窄眼距，高鼻根/轻鹰钩鼻梁/骨感鼻头，小嘴·单侧上扬，窄下颌
FD00264,骨感方脸,颌角强调,饱满额,外侧突出眉骨,浅眼窝,高颧骨,薄面颊,收敛下颌,冷感眼,眼尾下压,窄眼距,碎裂虹膜,中鼻根,轻鹰钩鼻梁,方圆鼻头,厚唇,嘴角紧收,单侧酒窝,骨感方脸（颌角强调），外侧突出眉骨/浅眼窝，冷感眼·眼尾下压·窄眼距，中鼻根/轻鹰钩鼻梁/方圆鼻头，厚唇·嘴角紧收，收敛下颌
FD00265,宽心形脸,颧部外扩,平直额,薄眉骨,宽浅眼窝,窄颧骨,饱满面颊,方下颌,冷感眼,眼尾微挑,窄眼距,星点虹膜,高鼻根,宽骨鼻梁,轻翘鼻头,小嘴,嘴角紧收,唇下小痣,宽心形脸（颧部外扩），薄眉骨/宽浅眼窝，冷感眼·眼尾微挑·窄眼距，高鼻根/宽骨鼻梁/轻翘鼻头，小嘴·嘴角紧收，方下颌
FD00266,柔和方脸,下颌线清晰化,宽额,内侧突出眉骨,深眼窝,低颧骨,幼态柔软面颊,骨感下颌,狼系眼,眼尾下压,宽眼距,淡金瞳,高鼻根,中直鼻梁,小圆鼻头,小嘴,单侧上扬,瞳孔残缺,柔和方脸（下颌线清晰化），内侧突出眉骨/深眼窝，狼系眼·眼尾下压·宽眼距，高鼻根/中直鼻梁/小圆鼻头，小嘴·单侧上扬，骨感下颌
FD00267,宽菱形,下颌线清晰化,饱满额,薄眉骨,浅眼窝,宽颧骨,成熟收紧面颊,窄下颌,窄杏眼,眼尾明显挑,标准眼距,琥珀瞳,中鼻根,微弧鼻梁,小圆鼻头,成熟长唇,嘴角上扬,异色瞳,宽菱形（下颌线清晰化），薄眉骨/浅眼窝，窄杏眼·眼尾明显挑·标准眼距，中鼻根/微弧鼻梁/小圆鼻头，成熟长唇·嘴角上扬，窄下颌
FD00268,宽心形脸,面中立体化,骨感额,厚眉骨,窄深眼窝,窄颧骨,饱满面颊,宽下颌,丹凤眼,眼尾下压,标准眼距,琥珀瞳,中鼻根,高直鼻梁,肉感鼻头,小嘴,嘴角下垂,瞳孔残缺,宽心形脸（面中立体化），厚眉骨/窄深眼窝，丹凤眼·眼尾下压·标准眼距，中鼻根/高直鼻梁/肉感鼻头，小嘴·嘴角下垂，宽下颌
FD00269,长方脸,颌角强调,骨感额,压迫感眉骨,窄深眼窝,高颧骨,成熟收紧面颊,骨感下颌,丹凤眼,眼尾下沉,标准眼距,星点虹膜,高鼻根,中直鼻梁,方圆鼻头,平直唇,嘴角上扬,瞳孔残缺,长方脸（颌角强调），压迫感眉骨/窄深眼窝，丹凤眼·眼尾下沉·标准眼距，高鼻根/中直鼻梁/方圆鼻头，平直唇·嘴角上扬，骨感下颌
FD00270,上窄下宽脸,面中平缓,低额,高眉骨,眼下骨感,低颧骨,幼态柔软面颊,圆方下颌,狭长瑞凤眼,眼尾明显挑,宽眼距,墨玉瞳,中高鼻根,柔和鼻梁,方圆鼻头,厚唇,嘴角平直,双侧酒窝,上窄下宽脸（面中平缓），高眉骨/眼下骨感，狭长瑞凤眼·眼尾明显挑·宽眼距，中高鼻根/柔和鼻梁/方圆鼻头，厚唇·嘴角平直，圆方下颌
FD00271,梨形脸,上庭收窄,窄额,外侧突出眉骨,宽浅眼窝,窄颧骨,幼态柔软面颊,宽下颌,鹰隼眼,眼尾下沉,宽眼距,异色瞳,中鼻根,微弧鼻梁,轻翘鼻头,宽嘴,嘴角上扬,瞳孔残缺,梨形脸（上庭收窄），外侧突出眉骨/宽浅眼窝，鹰隼眼·眼尾下沉·宽眼距，中鼻根/微弧鼻梁/轻翘鼻头，宽嘴·嘴角上扬，宽下颌
FD00272,方菱过渡脸,偏锐收窄,饱满额,薄眉骨,眼下骨感,外扩颧骨,饱满面颊,柔和下颌,桃花眼,眼尾微挑,窄眼距,深色瞳,中鼻根,轻微偏左鼻梁,轻翘鼻头,小嘴,嘴角紧收,眉尾旧疤,方菱过渡脸（偏锐收窄），薄眉骨/眼下骨感，桃花眼·眼尾微挑·窄眼距，中鼻根/轻微偏左鼻梁/轻翘鼻头，小嘴·嘴角紧收，柔和下颌
FD00273,长菱形,中轴微长,窄额,高眉骨,眼下骨感,窄颧骨,轻凹面颊,窄下颌,丹凤眼,眼尾明显挑,宽眼距,灰蓝瞳,高鼻根,高直鼻梁,骨感鼻头,弓形唇,嘴角上扬,无标志,长菱形（中轴微长），高眉骨/眼下骨感，丹凤眼·眼尾明显挑·宽眼距，高鼻根/高直鼻梁/骨感鼻头，弓形唇·嘴角上扬，窄下颌
FD00274,肉感短脸,偏柔圆润,平直额,低眉骨,宽浅眼窝,高颧骨,轻凹面颊,方下颌,狼系眼,眼尾延展,标准眼距,灰蓝瞳,高鼻根,柔和鼻梁,窄翼鼻头,上薄下厚,嘴角下垂,鼻梁旧伤,肉感短脸（偏柔圆润），低眉骨/宽浅眼窝，狼系眼·眼尾延展·标准眼距，高鼻根/柔和鼻梁/窄翼鼻头，上薄下厚·嘴角下垂，方下颌
FD00275,圆方脸,中轴收紧,宽额,厚眉骨,眼下饱满,宽颧骨,轻凹面颊,柔和下颌,长杏眼,眼尾明显挑,宽眼距,墨玉瞳,中高鼻根,轻鹰钩鼻梁,肉感鼻头,成熟长唇,嘴角紧收,环状虹膜,圆方脸（中轴收紧），厚眉骨/眼下饱满，长杏眼·眼尾明显挑·宽眼距，中高鼻根/轻鹰钩鼻梁/肉感鼻头，成熟长唇·嘴角紧收，柔和下颌
FD00276,长圆脸,颈部线条延长,窄额,柔和眉骨,窄深眼窝,高颧骨,成熟收紧面颊,宽下颌,短圆杏眼,眼尾平直,标准眼距,深色瞳,高鼻根,柔和鼻梁,微钝鼻头,成熟长唇,嘴角下垂,眉尾旧疤,长圆脸（颈部线条延长），柔和眉骨/窄深眼窝，短圆杏眼·眼尾平直·标准眼距，高鼻根/柔和鼻梁/微钝鼻头，成熟长唇·嘴角下垂，宽下颌
FD00277,柔和方脸,中庭展宽,平直额,柔和眉骨,浅眼窝,高颧骨,饱满面颊,窄下颌,窄杏眼,眼尾下压,窄眼距,灰蓝瞳,低鼻根,宽骨鼻梁,骨感鼻头,上薄下厚,嘴角上扬,眉尾旧疤,柔和方脸（中庭展宽），柔和眉骨/浅眼窝，窄杏眼·眼尾下压·窄眼距，低鼻根/宽骨鼻梁/骨感鼻头，上薄下厚·嘴角上扬，窄下颌
FD00278,柔和菱形,颌角强调,饱满额,厚眉骨,宽浅眼窝,高颧骨,饱满面颊,柔和下颌,成熟长眼,眼尾下压,宽眼距,星点虹膜,低鼻根,轻微偏左鼻梁,微钝鼻头,成熟长唇,嘴角紧收,左眼下浅泪痣,柔和菱形（颌角强调），厚眉骨/宽浅眼窝，成熟长眼·眼尾下压·宽眼距，低鼻根/轻微偏左鼻梁/微钝鼻头，成熟长唇·嘴角紧收，柔和下颌
FD00279,颧部展开脸,上庭展开,微凸额,外侧突出眉骨,浅眼窝,高颧骨,幼态柔软面颊,收敛下颌,成熟长眼,眼尾下沉,宽眼距,琥珀瞳,低鼻根,轻微偏右鼻梁,轻翘鼻头,宽嘴,嘴角平直,鼻梁旧伤,颧部展开脸（上庭展开），外侧突出眉骨/浅眼窝，成熟长眼·眼尾下沉·宽眼距，低鼻根/轻微偏右鼻梁/轻翘鼻头，宽嘴·嘴角平直，收敛下颌
FD00280,宽心形脸,下庭收窄,微凸额,薄眉骨,眼下饱满,窄颧骨,成熟收紧面颊,骨感下颌,狼系眼,眼尾下压,宽眼距,灰蓝瞳,宽鼻根,宽骨鼻梁,肉感鼻头,宽嘴,嘴角平直,单侧酒窝,宽心形脸（下庭收窄），薄眉骨/眼下饱满，狼系眼·眼尾下压·宽眼距，宽鼻根/宽骨鼻梁/肉感鼻头，宽嘴·嘴角平直，骨感下颌
FD00281,倒梯形脸,偏柔圆润,骨感额,厚眉骨,中度眼窝,柔和颧骨,薄面颊,方下颌,短杏眼,眼尾明显挑,窄眼距,星点虹膜,窄鼻根,轻微偏左鼻梁,肉感鼻头,弓形唇,单侧上扬,颈侧细疤,倒梯形脸（偏柔圆润），厚眉骨/中度眼窝，短杏眼·眼尾明显挑·窄眼距，窄鼻根/轻微偏左鼻梁/肉感鼻头，弓形唇·单侧上扬，方下颌
FD00282,肉感短脸,下颌线清晰化,窄额,厚眉骨,眼下骨感,柔和颧骨,薄面颊,宽下颌,猫系眼,眼尾明显挑,窄眼距,墨玉瞳,低鼻根,中直鼻梁,轻翘鼻头,宽嘴,嘴角下垂,唇下小痣,肉感短脸（下颌线清晰化），厚眉骨/眼下骨感，猫系眼·眼尾明显挑·窄眼距，低鼻根/中直鼻梁/轻翘鼻头，宽嘴·嘴角下垂，宽下颌
FD00283,长心形脸,颌角强调,平直额,压迫感眉骨,宽浅眼窝,柔和颧骨,成熟收紧面颊,宽下颌,鹤系眼,眼尾延展,标准眼距,墨玉瞳,中鼻根,高直鼻梁,骨感鼻头,成熟长唇,嘴角紧收,眉心竖纹浅痕,长心形脸（颌角强调），压迫感眉骨/宽浅眼窝，鹤系眼·眼尾延展·标准眼距，中鼻根/高直鼻梁/骨感鼻头，成熟长唇·嘴角紧收，宽下颌
FD00284,上宽下窄脸,偏柔圆润,平直额,外侧突出眉骨,眼下饱满,窄颧骨,饱满面颊,窄下颌,窄杏眼,眼尾微挑,宽眼距,碎裂虹膜,窄鼻根,柔和鼻梁,方圆鼻头,上薄下厚,单侧上扬,碎裂虹膜,上宽下窄脸（偏柔圆润），外侧突出眉骨/眼下饱满，窄杏眼·眼尾微挑·宽眼距，窄鼻根/柔和鼻梁/方圆鼻头，上薄下厚·单侧上扬，窄下颌
FD00285,上窄下宽脸,颊部饱满,窄额,厚眉骨,中度眼窝,宽颧骨,成熟收紧面颊,收敛下颌,成熟长眼,眼尾延展,宽眼距,琥珀瞳,窄鼻根,柔和鼻梁,窄翼鼻头,薄唇,嘴角平直,无标志,上窄下宽脸（颊部饱满），厚眉骨/中度眼窝，成熟长眼·眼尾延展·宽眼距，窄鼻根/柔和鼻梁/窄翼鼻头，薄唇·嘴角平直，收敛下颌
FD00286,清瘦圆脸,下颌线清晰化,平直额,低眉骨,眼下骨感,高颧骨,饱满面颊,明显下颌角,柳叶眼,眼尾下沉,标准眼距,灰蓝瞳,中高鼻根,轻鹰钩鼻梁,骨感鼻头,上薄下厚,嘴角紧收,鼻梁旧伤,清瘦圆脸（下颌线清晰化），低眉骨/眼下骨感，柳叶眼·眼尾下沉·标准眼距，中高鼻根/轻鹰钩鼻梁/骨感鼻头，上薄下厚·嘴角紧收，明显下颌角
FD00287,双颌匀称脸,下颌线清晰化,低额,低眉骨,眼下饱满,窄颧骨,成熟收紧面颊,明显下颌角,丹凤眼,眼尾下沉,标准眼距,环状虹膜,宽鼻根,高直鼻梁,小圆鼻头,厚唇,嘴角紧收,左眼下浅泪痣,双颌匀称脸（下颌线清晰化），低眉骨/眼下饱满，丹凤眼·眼尾下沉·标准眼距，宽鼻根/高直鼻梁/小圆鼻头，厚唇·嘴角紧收，明显下颌角
FD00288,清瘦圆脸,面中平缓,宽额,厚眉骨,眼下骨感,高颧骨,成熟收紧面颊,方下颌,鹤系眼,眼尾微挑,标准眼距,星点虹膜,高鼻根,轻鹰钩鼻梁,小圆鼻头,上薄下厚,嘴角下垂,环状虹膜,清瘦圆脸（面中平缓），厚眉骨/眼下骨感，鹤系眼·眼尾微挑·标准眼距，高鼻根/轻鹰钩鼻梁/小圆鼻头，上薄下厚·嘴角下垂，方下颌
FD00289,短方脸,中轴收紧,骨感额,高眉骨,眼下骨感,外扩颧骨,薄面颊,宽下颌,蛇系眼,眼尾平直,标准眼距,深色瞳,高鼻根,柔和鼻梁,肉感鼻头,上厚下薄,嘴角上扬,异色瞳,短方脸（中轴收紧），高眉骨/眼下骨感，蛇系眼·眼尾平直·标准眼距，高鼻根/柔和鼻梁/肉感鼻头，上厚下薄·嘴角上扬，宽下颌
FD00290,骨感方脸,上庭展开,平直额,柔和眉骨,深眼窝,低颧骨,成熟收紧面颊,收敛下颌,冷感眼,眼尾下压,标准眼距,碎裂虹膜,窄鼻根,柔和鼻梁,小圆鼻头,宽嘴,嘴角紧收,双侧酒窝,骨感方脸（上庭展开），柔和眉骨/深眼窝，冷感眼·眼尾下压·标准眼距，窄鼻根/柔和鼻梁/小圆鼻头，宽嘴·嘴角紧收，收敛下颌
FD00291,成熟方脸,颌角弱化,饱满额,高眉骨,浅眼窝,窄颧骨,薄面颊,宽下颌,成熟长眼,眼尾下压,窄眼距,环状虹膜,高鼻根,轻微偏左鼻梁,骨感鼻头,上薄下厚,单侧上扬,双侧酒窝,成熟方脸（颌角弱化），高眉骨/浅眼窝，成熟长眼·眼尾下压·窄眼距，高鼻根/轻微偏左鼻梁/骨感鼻头，上薄下厚·单侧上扬，宽下颌
FD00292,清瘦圆脸,偏锐收窄,平直额,外侧突出眉骨,深眼窝,宽颧骨,幼态柔软面颊,方下颌,下垂眼,眼尾明显挑,宽眼距,深色瞳,低鼻根,轻鹰钩鼻梁,微钝鼻头,厚唇,嘴角平直,眉尾旧疤,清瘦圆脸（偏锐收窄），外侧突出眉骨/深眼窝，下垂眼·眼尾明显挑·宽眼距，低鼻根/轻鹰钩鼻梁/微钝鼻头，厚唇·嘴角平直，方下颌
FD00293,宽菱形,中庭拉长,高额,薄眉骨,深眼窝,窄颧骨,轻凹面颊,宽下颌,瑞凤眼,眼尾明显挑,窄眼距,碎裂虹膜,宽鼻根,中直鼻梁,微钝鼻头,上薄下厚,单侧上扬,单侧酒窝,宽菱形（中庭拉长），薄眉骨/深眼窝，瑞凤眼·眼尾明显挑·窄眼距，宽鼻根/中直鼻梁/微钝鼻头，上薄下厚·单侧上扬，宽下颌
FD00294,倒三角脸,颧部微收,高额,厚眉骨,眼下饱满,外扩颧骨,幼态柔软面颊,窄下颌,狐狸系眼,眼尾下压,标准眼距,异色瞳,窄鼻根,轻微偏左鼻梁,窄翼鼻头,平直唇,嘴角紧收,左眼下浅泪痣,倒三角脸（颧部微收），厚眉骨/眼下饱满，狐狸系眼·眼尾下压·标准眼距，窄鼻根/轻微偏左鼻梁/窄翼鼻头，平直唇·嘴角紧收，窄下颌
FD00295,骨感窄脸,面中平缓,窄额,压迫感眉骨,中度眼窝,柔和颧骨,轻凹面颊,骨感下颌,柳叶眼,眼尾下沉,宽眼距,墨玉瞳,中鼻根,轻微偏右鼻梁,微钝鼻头,薄唇,单侧上扬,指节薄茧,骨感窄脸（面中平缓），压迫感眉骨/中度眼窝，柳叶眼·眼尾下沉·宽眼距，中鼻根/轻微偏右鼻梁/微钝鼻头，薄唇·单侧上扬，骨感下颌
