costume_id,阵营,剪影,结构要素,配饰,状态,描述
CS01008,贵族,披风,交领叠襟,护腕+面具残片,当下战损,贵族·披风｜交领叠襟｜护腕+面具残片｜当下战损
CS01009,镇墟司,重甲,胸甲结构,面具残片+护腕,战损修补,镇墟司·重甲｜胸甲结构｜面具残片+护腕｜战损修补
CS01010,学宫,长袍,外披短褂,护腕+腰牌,完整如新,学宫·长袍｜外披短褂｜护腕+腰牌｜完整如新
CS01011,流亡者,重甲,外披短褂,令牌+额饰,战损修补,流亡者·重甲｜外披短褂｜令牌+额饰｜战损修补
CS01012,医者,半甲,暗袋夹层,符囊+臂环,陈年旧物,医者·半甲｜暗袋夹层｜符囊+臂环｜陈年旧物
CS01013,隐世,宽袖,背部长摆,符囊+令牌,身份剥除感,隐世·宽袖｜背部长摆｜符囊+令牌｜身份剥除感
CS01014,镇墟司,披风,分片下摆,令牌+断扣,身份剥除感,镇墟司·披风｜分片下摆｜令牌+断扣｜身份剥除感
CS01015,镇墟司,短衣,腿部绑甲,腰牌+臂环,战损修补,镇墟司·短衣｜腿部绑甲｜腰牌+臂环｜战损修补
CS01016,镇墟司,非对称剪裁,肩甲结构,药囊+令牌,日常使用痕,镇墟司·非对称剪裁｜肩甲结构｜药囊+令牌｜日常使用痕
CS01017,游侠,多层衣摆,外披短褂,符囊+面具残片,日常使用痕,游侠·多层衣摆｜外披短褂｜符囊+面具残片｜日常使用痕
CS01018,灰区,多层衣摆,胸甲结构,耳饰+旧皮带,边境磨损,灰区·多层衣摆｜胸甲结构｜耳饰+旧皮带｜边境磨损
CS01019,隐世,束身,暗袋夹层,面具残片+药囊,陈年旧物,隐世·束身｜暗袋夹层｜面具残片+药囊｜陈年旧物
CS01020,战士团,宽袖,腿部绑甲,臂环+腰牌,战损修补,战士团·宽袖｜腿部绑甲｜臂环+腰牌｜战损修补
CS01021,游侠,宽袖,肩甲结构,颈饰+额饰,日常使用痕,游侠·宽袖｜肩甲结构｜颈饰+额饰｜日常使用痕
CS01022,复苏体,多层衣摆,外披短褂,额饰+令牌,身份剥除感,复苏体·多层衣摆｜外披短褂｜额饰+令牌｜身份剥除感
CS01023,王庭,短衣,腿部绑甲,旧皮带+颈饰,日常使用痕,王庭·短衣｜腿部绑甲｜旧皮带+颈饰｜日常使用痕
CS01024,镇墟司,非对称剪裁,腿部绑甲,颈饰+耳饰,日常使用痕,镇墟司·非对称剪裁｜腿部绑甲｜颈饰+耳饰｜日常使用痕
CS01025,宗门,宽袖,外披短褂,旧皮带+腰牌,边境磨损,宗门·宽袖｜外披短褂｜旧皮带+腰牌｜边境磨损
CS01026,镇墟司,束身,分片下摆,令牌+额饰,边境磨损,镇墟司·束身｜分片下摆｜令牌+额饰｜边境磨损
CS01027,王庭,束身,高领护颈,令牌+腰牌,身份剥除感,王庭·束身｜高领护颈｜令牌+腰牌｜身份剥除感
CS01028,商贾,腰封,外披短褂,旧皮带+腰牌,身份剥除感,商贾·腰封｜外披短褂｜旧皮带+腰牌｜身份剥除感
CS01029,灰区,腰封,暗袋夹层,腰牌+断扣,完整如新,灰区·腰封｜暗袋夹层｜腰牌+断扣｜完整如新
CS01030,医者,多层衣摆,胸甲结构,符囊+旧皮带,身份剥除感,医者·多层衣摆｜胸甲结构｜符囊+旧皮带｜身份剥除感
CS01031,医者,宽袖,暗袋夹层,颈饰+符囊,身份剥除感,医者·宽袖｜暗袋夹层｜颈饰+符囊｜身份剥除感
CS01032,游侠,束身,绑带束腰,旧皮带+面具残片,完整如新,游侠·束身｜绑带束腰｜旧皮带+面具残片｜完整如新
CS01033,医者,多层衣摆,暗袋夹层,药囊+耳饰,完整如新,医者·多层衣摆｜暗袋夹层｜药囊+耳饰｜完整如新
CS01034,战士团,长袍,暗袋夹层,符囊+令牌,陈年旧物,战士团·长袍｜暗袋夹层｜符囊+令牌｜陈年旧物
CS01035,游侠,非对称剪裁,分片下摆,护腕+面具残片,身份剥除感,游侠·非对称剪裁｜分片下摆｜护腕+面具残片｜身份剥除感
CS01036,贵族,多层衣摆,暗袋夹层,断扣+耳饰,当下战损,贵族·多层衣摆｜暗袋夹层｜断扣+耳饰｜当下战损
CS01037,流亡者,护臂,胸甲结构,腰牌+药囊,边境磨损,流亡者·护臂｜胸甲结构｜腰牌+药囊｜边境磨损
CS01038,灰区,轻甲,肩甲结构,药囊+令牌,战损修补,灰区·轻甲｜肩甲结构｜药囊+令牌｜战损修补
CS01039,宗门,长袍,高领护颈,耳饰+额饰,陈年旧物,宗门·长袍｜高领护颈｜耳饰+额饰｜陈年旧物
CS01040,游侠,重甲,暗袋夹层,护腕+额饰,陈年旧物,游侠·重甲｜暗袋夹层｜护腕+额饰｜陈年旧物
CS01041,战士团,披风,外披短褂,药囊+面具残片,陈年旧物,战士团·披风｜外披短褂｜药囊+面具残片｜陈年旧物
CS01042,学宫,长袍,暗袋夹层,符囊+护腕,陈年旧物,学宫·长袍｜暗袋夹层｜符囊+护腕｜陈年旧物
CS01043,流亡者,护臂,腿部绑甲,药囊+额饰,完整如新,流亡者·护臂｜腿部绑甲｜药囊+额饰｜完整如新
CS01044,隐世,轻甲,外披短褂,腰牌+臂环,边境磨损,隐世·轻甲｜外披短褂｜腰牌+臂环｜边境磨损
CS01045,镇墟司,轻甲,分片下摆,面具残片+药囊,边境磨损,镇墟司·轻甲｜分片下摆｜面具残片+药囊｜边境磨损
CS01046,恶灵,束身,背部长摆,令牌+旧皮带,边境磨损,恶灵·束身｜背部长摆｜令牌+旧皮带｜边境磨损
CS01047,宗门,长袍,肩甲结构,颈饰+耳饰,陈年旧物,宗门·长袍｜肩甲结构｜颈饰+耳饰｜陈年旧物
CS01048,恶灵,多层衣摆,外披短褂,断扣+耳饰,陈年旧物,恶灵·多层衣摆｜外披短褂｜断扣+耳饰｜陈年旧物
CS01049,商贾,宽袖,高领护颈,旧皮带+额饰,陈年旧物,商贾·宽袖｜高领护颈｜旧皮带+额饰｜陈年旧物
CS01050,恶灵,多层衣摆,分片下摆,臂环+额饰,战损修补,恶灵·多层衣摆｜分片下摆｜臂环+额饰｜战损修补
CS01051,复苏体,轻甲,分片下摆,额饰+面具残片,战损修补,复苏体·轻甲｜分片下摆｜额饰+面具残片｜战损修补
CS01052,宗门,护臂,腿部绑甲,药囊+旧皮带,当下战损,宗门·护臂｜腿部绑甲｜药囊+旧皮带｜当下战损
CS01053,镇墟司,短衣,暗袋夹层,令牌+符囊,战损修补,镇墟司·短衣｜暗袋夹层｜令牌+符囊｜战损修补
CS01054,贵族,短衣,肩甲结构,护腕+耳饰,陈年旧物,贵族·短衣｜肩甲结构｜护腕+耳饰｜陈年旧物
CS01055,医者,多层衣摆,分片下摆,面具残片+旧皮带,日常使用痕,医者·多层衣摆｜分片下摆｜面具残片+旧皮带｜日常使用痕
CS01056,灰区,轻甲,绑带束腰,断扣+额饰,当下战损,灰区·轻甲｜绑带束腰｜断扣+额饰｜当下战损
CS01057,学宫,轻甲,腿部绑甲,耳饰+臂环,边境磨损,学宫·轻甲｜腿部绑甲｜耳饰+臂环｜边境磨损
CS01058,贵族,多层衣摆,分片下摆,臂环+旧皮带,完整如新,贵族·多层衣摆｜分片下摆｜臂环+旧皮带｜完整如新
CS01059,医者,重甲,交领叠襟,耳饰+护腕,日常使用痕,医者·重甲｜交领叠襟｜耳饰+护腕｜日常使用痕
CS01060,学宫,短衣,分片下摆,面具残片+臂环,当下战损,学宫·短衣｜分片下摆｜面具残片+臂环｜当下战损
CS01061,王庭,重甲,绑带束腰,面具残片+颈饰,当下战损,王庭·重甲｜绑带束腰｜面具残片+颈饰｜当下战损
CS01062,贵族,披风,分片下摆,符囊+耳饰,身份剥除感,贵族·披风｜分片下摆｜符囊+耳饰｜身份剥除感
CS01063,恶灵,多层衣摆,交领叠襟,颈饰+面具残片,战损修补,恶灵·多层衣摆｜交领叠襟｜颈饰+面具残片｜战损修补
CS01064,王庭,束身,交领叠襟,腰牌+令牌,陈年旧物,王庭·束身｜交领叠襟｜腰牌+令牌｜陈年旧物
CS01065,战士团,非对称剪裁,交领叠襟,额饰+护腕,身份剥除感,战士团·非对称剪裁｜交领叠襟｜额饰+护腕｜身份剥除感
CS01066,复苏体,轻甲,高领护颈,耳饰+腰牌,日常使用痕,复苏体·轻甲｜高领护颈｜耳饰+腰牌｜日常使用痕
CS01067,王庭,非对称剪裁,分片下摆,额饰+臂环,日常使用痕,王庭·非对称剪裁｜分片下摆｜额饰+臂环｜日常使用痕
CS01068,隐世,束身,暗袋夹层,符囊+面具残片,边境磨损,隐世·束身｜暗袋夹层｜符囊+面具残片｜边境磨损
CS01069,商贾,束身,绑带束腰,臂环+护腕,战损修补,商贾·束身｜绑带束腰｜臂环+护腕｜战损修补
CS01070,恶灵,腰封,分片下摆,腰牌+护腕,陈年旧物,恶灵·腰封｜分片下摆｜腰牌+护腕｜陈年旧物
CS01071,复苏体,短衣,胸甲结构,断扣+旧皮带,边境磨损,复苏体·短衣｜胸甲结构｜断扣+旧皮带｜边境磨损
CS01072,游侠,束身,外披短褂,护腕+颈饰,完整如新,游侠·束身｜外披短褂｜护腕+颈饰｜完整如新
CS01073,战士团,护臂,暗袋夹层,旧皮带+断扣,边境磨损,战士团·护臂｜暗袋夹层｜旧皮带+断扣｜边境磨损
CS01074,商贾,重甲,外披短褂,药囊+额饰,战损修补,商贾·重甲｜外披短褂｜药囊+额饰｜战损修补
CS01075,流亡者,长袍,外披短褂,臂环+药囊,完整如新,流亡者·长袍｜外披短褂｜臂环+药囊｜完整如新
CS01076,学宫,腰封,肩甲结构,旧皮带+断扣,当下战损,学宫·腰封｜肩甲结构｜旧皮带+断扣｜当下战损
CS01077,镇墟司,多层衣摆,背部长摆,令牌+断扣,边境磨损,镇墟司·多层衣摆｜背部长摆｜令牌+断扣｜边境磨损
CS01078,学宫,宽袖,背部长摆,面具残片+断扣,日常使用痕,学宫·宽袖｜背部长摆｜面具残片+断扣｜日常使用痕
CS01079,贵族,重甲,腿部绑甲,护腕+旧皮带,边境磨损,贵族·重甲｜腿部绑甲｜护腕+旧皮带｜边境磨损
CS01080,王庭,重甲,胸甲结构,面具残片+药囊,陈年旧物,王庭·重甲｜胸甲结构｜面具残片+药囊｜陈年旧物
