p_id,第一眼,第二眼,第三眼,关键词串,视觉化要点,一句话
PS00427,柔软,冷酷,野性,柔软、冷酷、野性,柔软→收紧动作幅度与表情；冷酷→结构不对称；野性→破损细节,第一眼柔软，第二眼冷酷，第三眼野性
PS00428,聪慧,散漫,沉稳,聪慧、散漫、沉稳,聪慧→收紧动作幅度与表情；散漫→锐利眼型；沉稳→高洁材质,第一眼聪慧，第二眼散漫，第三眼沉稳
PS00429,警觉,克制,孤傲,警觉、克制、孤傲,警觉→收紧动作幅度与表情；克制→强烈轮廓；孤傲→层叠结构,第一眼警觉，第二眼克制，第三眼孤傲
PS00430,凌厉,散漫,局促,凌厉、散漫、局促,凌厉→收紧动作幅度与表情；散漫→非人平静；局促→破损细节,第一眼凌厉，第二眼散漫，第三眼局促
PS00431,市井,慵懒,温柔,市井、慵懒、温柔,市井→收紧动作幅度与表情；慵懒→强烈轮廓；温柔→高洁材质,第一眼市井，第二眼慵懒，第三眼温柔
PS00432,悲悯,阴郁,张扬,悲悯、阴郁、张扬,悲悯→收紧动作幅度与表情；阴郁→强烈轮廓；张扬→破损细节,第一眼悲悯，第二眼阴郁，第三眼张扬
PS00433,孤傲,高贵,病弱,孤傲、高贵、病弱,孤傲→收紧动作幅度与表情；高贵→材质温润；病弱→反差配色,第一眼孤傲，第二眼高贵，第三眼病弱
PS00434,孤傲,叛逆,执拗,孤傲、叛逆、执拗,孤傲→收紧动作幅度与表情；叛逆→放松眼尾/嘴角；执拗→简洁剪影,第一眼孤傲，第二眼叛逆，第三眼执拗
PS00435,冷酷,亲和,直率,冷酷、亲和、直率,冷酷→收紧动作幅度与表情；亲和→稳定眼神；直率→高洁材质,第一眼冷酷，第二眼亲和，第三眼直率
PS00436,市井,警觉,野性,市井、警觉、野性,市井→收紧动作幅度与表情；警觉→锐利眼型；野性→高洁材质,第一眼市井，第二眼警觉，第三眼野性
PS00437,凌厉,悲悯,野性,凌厉、悲悯、野性,凌厉→收紧动作幅度与表情；悲悯→锐利眼型；野性→层叠结构,第一眼凌厉，第二眼悲悯，第三眼野性
PS00438,危险,沧桑,通透,危险、沧桑、通透,危险→收紧动作幅度与表情；沧桑→强烈轮廓；通透→反差配色,第一眼危险，第二眼沧桑，第三眼通透
PS00439,阴郁,危险,张扬,阴郁、危险、张扬,阴郁→收紧动作幅度与表情；危险→非人平静；张扬→层叠结构,第一眼阴郁，第二眼危险，第三眼张扬
PS00440,沉稳,放纵,亲和,沉稳、放纵、亲和,沉稳→收紧动作幅度与表情；放纵→强烈轮廓；亲和→反差配色,第一眼沉稳，第二眼放纵，第三眼亲和
PS00441,沉静,放纵,阴郁,沉静、放纵、阴郁,沉静→收紧动作幅度与表情；放纵→结构不对称；阴郁→简洁剪影,第一眼沉静，第二眼放纵，第三眼阴郁
PS00442,放纵,温润,强健,放纵、温润、强健,放纵→收紧动作幅度与表情；温润→锐利眼型；强健→破损细节,第一眼放纵，第二眼温润，第三眼强健
PS00443,明亮,强健,疏离,明亮、强健、疏离,明亮→收紧动作幅度与表情；强健→非人平静；疏离→破损细节,第一眼明亮，第二眼强健，第三眼疏离
PS00444,危险,明亮,温雅,危险、明亮、温雅,危险→收紧动作幅度与表情；明亮→非人平静；温雅→反差配色,第一眼危险，第二眼明亮，第三眼温雅
PS00445,凌厉,疏离,坚毅,凌厉、疏离、坚毅,凌厉→收紧动作幅度与表情；疏离→材质温润；坚毅→层叠结构,第一眼凌厉，第二眼疏离，第三眼坚毅
PS00446,阴郁,沧桑,隐忍,阴郁、沧桑、隐忍,阴郁→收紧动作幅度与表情；沧桑→非人平静；隐忍→破损细节,第一眼阴郁，第二眼沧桑，第三眼隐忍
PS00447,警觉,狠戾,暴烈,警觉、狠戾、暴烈,警觉→收紧动作幅度与表情；狠戾→锐利眼型；暴烈→高洁材质,第一眼警觉，第二眼狠戾，第三眼暴烈
PS00448,神性,温柔,柔软,神性、温柔、柔软,神性→收紧动作幅度与表情；温柔→稳定眼神；柔软→层叠结构,第一眼神性，第二眼温柔，第三眼柔软
PS00449,虔诚,温雅,通透,虔诚、温雅、通透,虔诚→收紧动作幅度与表情；温雅→材质温润；通透→高洁材质,第一眼虔诚，第二眼温雅，第三眼通透
PS00450,阴郁,清冷,克己,阴郁、清冷、克己,阴郁→收紧动作幅度与表情；清冷→强烈轮廓；克己→破损细节,第一眼阴郁，第二眼清冷，第三眼克己
PS00451,野性,市井,神性,野性、市井、神性,野性→收紧动作幅度与表情；市井→材质温润；神性→层叠结构,第一眼野性，第二眼市井，第三眼神性
PS00452,隐忍,张扬,从容,隐忍、张扬、从容,隐忍→收紧动作幅度与表情；张扬→结构不对称；从容→高洁材质,第一眼隐忍，第二眼张扬，第三眼从容
PS00453,沉静,沉稳,执拗,沉静、沉稳、执拗,沉静→收紧动作幅度与表情；沉稳→结构不对称；执拗→层叠结构,第一眼沉静，第二眼沉稳，第三眼执拗
PS00454,孤傲,野性,疏离,孤傲、野性、疏离,孤傲→收紧动作幅度与表情；野性→结构不对称；疏离→反差配色,第一眼孤傲，第二眼野性，第三眼疏离
PS00455,聪慧,慵懒,神秘,聪慧、慵懒、神秘,聪慧→收紧动作幅度与表情；慵懒→材质温润；神秘→破损细节,第一眼聪慧，第二眼慵懒，第三眼神秘
PS00456,温柔,沉稳,聪慧,温柔、沉稳、聪慧,温柔→收紧动作幅度与表情；沉稳→材质温润；聪慧→层叠结构,第一眼温柔，第二眼沉稳，第三眼聪慧
PS00457,高贵,悲悯,柔软,高贵、悲悯、柔软,高贵→收紧动作幅度与表情；悲悯→锐利眼型；柔软→反差配色,第一眼高贵，第二眼悲悯，第三眼柔软
PS00458,散漫,沧桑,放纵,散漫、沧桑、放纵,散漫→收紧动作幅度与表情；沧桑→锐利眼型；放纵→层叠结构,第一眼散漫，第二眼沧桑，第三眼放纵
PS00459,散漫,沉静,悲悯,散漫、沉静、悲悯,散漫→收紧动作幅度与表情；沉静→非人平静；悲悯→简洁剪影,第一眼散漫，第二眼沉静，第三眼悲悯
PS00460,凌厉,野性,躁动,凌厉、野性、躁动,凌厉→收紧动作幅度与表情；野性→锐利眼型；躁动→高洁材质,第一眼凌厉，第二眼野性，第三眼躁动
PS00461,可靠,慵懒,孤傲,可靠、慵懒、孤傲,可靠→收紧动作幅度与表情；慵懒→强烈轮廓；孤傲→高洁材质,第一眼可靠，第二眼慵懒，第三眼孤傲
PS00462,张扬,冷酷,聪慧,张扬、冷酷、聪慧,张扬→收紧动作幅度与表情；冷酷→放松眼尾/嘴角；聪慧→简洁剪影,第一眼张扬，第二眼冷酷，第三眼聪慧
PS00463,强健,隐忍,克制,强健、隐忍、克制,强健→收紧动作幅度与表情；隐忍→材质温润；克制→破损细节,第一眼强健，第二眼隐忍，第三眼克制
PS00464,慵懒,高贵,冷酷,慵懒、高贵、冷酷,慵懒→收紧动作幅度与表情；高贵→放松眼尾/嘴角；冷酷→简洁剪影,第一眼慵懒，第二眼高贵，第三眼冷酷
PS00465,阴郁,温雅,冷酷,阴郁、温雅、冷酷,阴郁→收紧动作幅度与表情；温雅→锐利眼型；冷酷→简洁剪影,第一眼阴郁，第二眼温雅，第三眼冷酷
PS00466,聪慧,悲悯,妖异,聪慧、悲悯、妖异,聪慧→收紧动作幅度与表情；悲悯→锐利眼型；妖异→高洁材质,第一眼聪慧，第二眼悲悯，第三眼妖异
PS00467,执拗,狠戾,温润,执拗、狠戾、温润,执拗→收紧动作幅度与表情；狠戾→锐利眼型；温润→反差配色,第一眼执拗，第二眼狠戾，第三眼温润
PS00468,躁动,从容,隐忍,躁动、从容、隐忍,躁动→收紧动作幅度与表情；从容→材质温润；隐忍→高洁材质,第一眼躁动，第二眼从容，第三眼隐忍
PS00469,天真,克制,柔软,天真、克制、柔软,天真→收紧动作幅度与表情；克制→稳定眼神；柔软→高洁材质,第一眼天真，第二眼克制，第三眼柔软
PS00470,克制,危险,市井,克制、危险、市井,克制→收紧动作幅度与表情；危险→材质温润；市井→简洁剪影,第一眼克制，第二眼危险，第三眼市井
PS00471,聪慧,暴烈,强健,聪慧、暴烈、强健,聪慧→收紧动作幅度与表情；暴烈→放松眼尾/嘴角；强健→反差配色,第一眼聪慧，第二眼暴烈，第三眼强健
PS00472,温雅,神秘,孤傲,温雅、神秘、孤傲,温雅→收紧动作幅度与表情；神秘→放松眼尾/嘴角；孤傲→破损细节,第一眼温雅，第二眼神秘，第三眼孤傲
PS00473,坚毅,虔诚,妖异,坚毅、虔诚、妖异,坚毅→收紧动作幅度与表情；虔诚→锐利眼型；妖异→简洁剪影,第一眼坚毅，第二眼虔诚，第三眼妖异
PS00474,神性,从容,叛逆,神性、从容、叛逆,神性→收紧动作幅度与表情；从容→放松眼尾/嘴角；叛逆→简洁剪影,第一眼神性，第二眼从容，第三眼叛逆
PS00475,疯狂,通透,野性,疯狂、通透、野性,疯狂→收紧动作幅度与表情；通透→锐利眼型；野性→破损细节,第一眼疯狂，第二眼通透，第三眼野性
PS00476,克己,隐忍,亲和,克己、隐忍、亲和,克己→收紧动作幅度与表情；隐忍→非人平静；亲和→反差配色,第一眼克己，第二眼隐忍，第三眼亲和
PS00477,坚毅,直率,悲悯,坚毅、直率、悲悯,坚毅→收紧动作幅度与表情；直率→锐利眼型；悲悯→层叠结构,第一眼坚毅，第二眼直率，第三眼悲悯
PS00478,天真,神性,沉静,天真、神性、沉静,天真→收紧动作幅度与表情；神性→非人平静；沉静→反差配色,第一眼天真，第二眼神性，第三眼沉静
PS00479,温雅,凌厉,妖异,温雅、凌厉、妖异,温雅→收紧动作幅度与表情；凌厉→锐利眼型；妖异→破损细节,第一眼温雅，第二眼凌厉，第三眼妖异
PS00480,冷酷,狠戾,病弱,冷酷、狠戾、病弱,冷酷→收紧动作幅度与表情；狠戾→稳定眼神；病弱→破损细节,第一眼冷酷，第二眼狠戾，第三眼病弱
PS00481,聪慧,清冷,高贵,聪慧、清冷、高贵,聪慧→收紧动作幅度与表情；清冷→放松眼尾/嘴角；高贵→破损细节,第一眼聪慧，第二眼清冷，第三眼高贵
PS00482,隐忍,疏离,凌厉,隐忍、疏离、凌厉,隐忍→收紧动作幅度与表情；疏离→放松眼尾/嘴角；凌厉→层叠结构,第一眼隐忍，第二眼疏离，第三眼凌厉
PS00483,警觉,躁动,坚毅,警觉、躁动、坚毅,警觉→收紧动作幅度与表情；躁动→材质温润；坚毅→破损细节,第一眼警觉，第二眼躁动，第三眼坚毅
PS00484,强健,张扬,妖异,强健、张扬、妖异,强健→收紧动作幅度与表情；张扬→非人平静；妖异→简洁剪影,第一眼强健，第二眼张扬，第三眼妖异
PS00485,克己,局促,病弱,克己、局促、病弱,克己→收紧动作幅度与表情；局促→材质温润；病弱→高洁材质,第一眼克己，第二眼局促，第三眼病弱
PS00486,病弱,危险,温雅,病弱、危险、温雅,病弱→收紧动作幅度与表情；危险→材质温润；温雅→简洁剪影,第一眼病弱，第二眼危险，第三眼温雅
PS00487,直率,执拗,警觉,直率、执拗、警觉,直率→收紧动作幅度与表情；执拗→结构不对称；警觉→层叠结构,第一眼直率，第二眼执拗，第三眼警觉
PS00488,孤傲,凌厉,躁动,孤傲、凌厉、躁动,孤傲→收紧动作幅度与表情；凌厉→锐利眼型；躁动→反差配色,第一眼孤傲，第二眼凌厉，第三眼躁动
PS00489,可靠,局促,沉静,可靠、局促、沉静,可靠→收紧动作幅度与表情；局促→锐利眼型；沉静→破损细节,第一眼可靠，第二眼局促，第三眼沉静
PS00490,张扬,清冷,从容,张扬、清冷、从容,张扬→收紧动作幅度与表情；清冷→非人平静；从容→简洁剪影,第一眼张扬，第二眼清冷，第三眼从容
PS00491,野性,局促,可靠,野性、局促、可靠,野性→收紧动作幅度与表情；局促→非人平静；可靠→反差配色,第一眼野性，第二眼局促，第三眼可靠
PS00492,放纵,强健,慵懒,放纵、强健、慵懒,放纵→收紧动作幅度与表情；强健→放松眼尾/嘴角；慵懒→反差配色,第一眼放纵，第二眼强健，第三眼慵懒
PS00493,阴郁,从容,明亮,阴郁、从容、明亮,阴郁→收紧动作幅度与表情；从容→稳定眼神；明亮→层叠结构,第一眼阴郁，第二眼从容，第三眼明亮
PS00494,妖异,沧桑,克制,妖异、沧桑、克制,妖异→收紧动作幅度与表情；沧桑→锐利眼型；克制→层叠结构,第一眼妖异，第二眼沧桑，第三眼克制
PS00495,张扬,孤傲,强健,张扬、孤傲、强健,张扬→收紧动作幅度与表情；孤傲→放松眼尾/嘴角；强健→简洁剪影,第一眼张扬，第二眼孤傲，第三眼强健
PS00496,通透,疏离,放纵,通透、疏离、放纵,通透→收紧动作幅度与表情；疏离→材质温润；放纵→反差配色,第一眼通透，第二眼疏离，第三眼放纵
PS00497,市井,妖异,散漫,市井、妖异、散漫,市井→收紧动作幅度与表情；妖异→结构不对称；散漫→破损细节,第一眼市井，第二眼妖异，第三眼散漫
PS00498,可靠,温雅,危险,可靠、温雅、危险,可靠→收紧动作幅度与表情；温雅→非人平静；危险→层叠结构,第一眼可靠，第二眼温雅，第三眼危险
PS00499,放纵,张扬,疯狂,放纵、张扬、疯狂,放纵→收紧动作幅度与表情；张扬→放松眼尾/嘴角；疯狂→高洁材质,第一眼放纵，第二眼张扬，第三眼疯狂
PS00500,柔软,克制,市井,柔软、克制、市井,柔软→收紧动作幅度与表情；克制→放松眼尾/嘴角；市井→破损细节,第一眼柔软，第二眼克制，第三眼市井
PS00501,暴烈,坦然,危险,暴烈、坦然、危险,暴烈→收紧动作幅度与表情；坦然→稳定眼神；危险→层叠结构,第一眼暴烈，第二眼坦然，第三眼危险
PS00502,孤傲,疯狂,坦然,孤傲、疯狂、坦然,孤傲→收紧动作幅度与表情；疯狂→放松眼尾/嘴角；坦然→简洁剪影,第一眼孤傲，第二眼疯狂，第三眼坦然
PS00503,冷酷,慵懒,阴郁,冷酷、慵懒、阴郁,冷酷→收紧动作幅度与表情；慵懒→强烈轮廓；阴郁→破损细节,第一眼冷酷，第二眼慵懒，第三眼阴郁
PS00504,沉静,沉稳,放纵,沉静、沉稳、放纵,沉静→收紧动作幅度与表情；沉稳→放松眼尾/嘴角；放纵→反差配色,第一眼沉静，第二眼沉稳，第三眼放纵
PS00505,坚毅,强健,凌厉,坚毅、强健、凌厉,坚毅→收紧动作幅度与表情；强健→结构不对称；凌厉→层叠结构,第一眼坚毅，第二眼强健，第三眼凌厉
